CCLE_ID	depMapID	Name	Pathology	Site_Primary	Site_Subtype1	Site_Subtype2	Site_Subtype3	Histology	Hist_Subtype1	Hist_Subtype2	Hist_Subtype3	Gender	Life_Stage	Age	Race	Geo_Loc	inferred_ethnicity	Site_Of_Finding	Disease	Annotation_Source	Original.Source.of.Cell.Line	Characteristics	Growth.Medium	Supplements	Freezing.Medium	Doubling.Time.from.Vendor	Doubling.Time.Calculated.hrs	type	type_refined	PATHOLOGIST_ANNOTATION	mutRate	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype	tcga_code
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000877	EB1	primary	haematopoietic_and_lymphoid_tissue	head_neck	NS	NS	lymphoid_neoplasm	Burkitt_lymphoma	NS	NS	female		9	african_american		African_american			CCLE	ATCC	suspension	RPMI + 10 % FBS	NA	5% DMSO		89.8	lymphoma_Burkitt	lymphoma_Burkitt	Lymphoma:NH_B_cell	210.5005154	non_hodgkin_lymphoma	b_cell_burkitt		DLBC
HCC1187_BREAST	ACH-000111	HCC1187	primary	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		41	caucasian		Caucasian		ductal_carcinoma	CCLE	ATCC	Epithelial; mixed adherent and suspension	RPMI-1640+10% FBS	NA	5%DMSO		66	breast	breast	Breast:Carcinoma	82.86196811	breast_ductal_carcinoma	ERneg_HER2neg	basal_A	BRCA
SNU387_LIVER	ACH-000478	SNU-387	primary	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	female		41	asian	korea	Asian			CCLE	ATCC	adherent epithelial	RPMI-1640 + 10% FBS	NA	5%DMSO		87	liver	liver	Liver:HCC	144.2324724	hepatocellular_carcinoma			LIHC
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000786	Daudi	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Burkitt_lymphoma	NS	NS	male		16	african		African_american		lymphoma	CCLE	NIBRI						NA	lymphoma_Burkitt	lymphoma_Burkitt	Lymphoma:NH_B_cell	172.3342748	non_hodgkin_lymphoma	b_cell_burkitt		DLBC
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000914	HT	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	B_cell_lymphoma_unspecified	NS	NS	male		70	caucasian		Caucasian	pleura		CCLE	NIBRI						NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	442.9371418	non_hodgkin_lymphoma	b_cell		DLBC
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000077	MJ	primary	haematopoietic_and_lymphoid_tissue	skin	NS	NS	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome	NS	NS	male		50	caucasian		Caucasian			CCLE	NIBRI						NA	lymphoma_other	T-cell_lymphoma_other	Lymphoma:NH_T_cell	83.34526686	non_hodgkin_lymphoma	t_cell_cutaneous		NA
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000151	JM1	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	B_cell_lymphoma_unspecified	NS	NS			NA			Caucasian			CCLE	NIBRI						NA	lymphoma_other	B-cell_ALL	Lymphoma:NH_B_cell	101.6673444	ALL	b_cell		DLBC
C2BBE1_LARGE_INTESTINE	ACH-000009	C2BBe1	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		72	caucasian		Caucasian			CCLE	ATCC	Adherent	DMEM +10%FBS	NA	5% DMSO		110.9	colorectal	colorectal	Colorectal:Carcinoma	115.8861966	colorectal_adenocarcinoma			COAD/READ
SKES1_BONE	ACH-000087	SK-ES-1	primary	bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS	male		18	caucasian		Caucasian		Ewing family tumor	CCLE	NIBRI						NA	Ewings_Sarcoma	Ewings_sarcoma	Bone:Sarcoma_Ewing	72.55788779	Ewing_sarcoma		EWS_FLI	SARC
EPLC272H_LUNG	ACH-000585	EPLC-272H	primary	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		57	caucasian		Caucasian			CCLE	DSMZ		RPMI-1640+20% FBS	NA	5%DMSO		79.1	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	144.8513809	NSCLC	NSCLC_squamous		LUSC
BXPC3_PANCREAS	ACH-000535	BxPC-3	primary	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		61			Caucasian			CCLE	NIBRI						NA	pancreas	pancreas	Pancreas:Carcinoma	127.6408716	exocrine	exocrine_adenocarcinoma		PAAD
NCIH1355_LUNG	ACH-000666	NCI-H1355	metastasis	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		53	caucasian		Caucasian	pleura		CCLE	ATCC	Adherent	DMEM/F12(1:1) +10 % FBS	.02 mg/ml insulin, .01 mg/ml transferrin, 25nM sodium selenite, 50 nM hydrocortisone, 2 mM L-glutamine, 0.5 sodium pyruvate, 1ng/mL EGF	5% DMSO		157.4	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	137.1709772	NSCLC	NSCLC_adenocarcinoma		LUAD
SNU5_STOMACH	ACH-000303	SNU-5	metastasis	stomach	NS	NS	NS	carcinoma	undifferentiated_adenocarcinoma	NS	NS	female		33	asian		Asian	ascites		CCLE	NIBRI						NA	stomach	stomach	Gastric:Carcinoma	147.8163642	gastric_adenocarcinoma			STAD
SNU475_LIVER	ACH-000422	SNU-475	primary	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male		43	asian	korea	Asian		hepatocellular_cancer	CCLE	NIBRI						NA	liver	liver	Liver:HCC	142.4243554	hepatocellular_carcinoma			LIHC
HEC251_ENDOMETRIUM	ACH-000996	HEC-251	primary	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		NA	asian	japan	Asian		Endometrial Cancer	CCLE	HSSRB	epithelial-like	Eagle's minimal essential medium with 15%  fetal bovine serum	NA		Na	NA	endometrium	endometrium	Endometrium:Carcinoma	1999.28989	endometrial_adenocarcinoma			UCEC
HCC95_LUNG	ACH-000454	HCC-95	primary	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		65	caucasian		Caucasian		lung_cancer	CCLE	KCLB	epithelial; monolayer	RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%	25mM Hepes and 25mM NaHCo3		NA	NA	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	115.3890534	NSCLC	NSCLC_squamous		LUSC
253J_URINARY_TRACT	ACH-000011	253J	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS			NA			Caucasian			CCLE	KCLB	monolayer	Eagle	NA		NA	NA	urinary_tract	urinary_tract	Bladder:Carcinoma	137.8568194	bladder_carcinoma			BLCA
HCC1438_LUNG	ACH-000891	HCC-1438	primary	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male		43			African_american			CCLE	KCLB	epithelial; monolayer	RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%	25mM Hepes and 25mM NaHCo3		NA	NA	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	270.8323858	NSCLC	NSCLC_large_cell		NA
253JBV_URINARY_TRACT	ACH-000026	253J-BV	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS			NA			Caucasian			CCLE		Adherent epithelial	DMEM + 10% FBS	NA	5%DMSO		NA	urinary_tract	urinary_tract	Bladder:Carcinoma	145.6658473	bladder_carcinoma			BLCA
RPMI7951_SKIN	ACH-000348	RPMI-7951	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female		18	caucasian		Caucasian	lymph_node	melanoma	CCLE	ATCC	EPITHELIAL, ADHERENT	EMEM+10%FBS	NA	5%DMSO		52.9	melanoma	melanoma	Skin:Melanoma	98.68563984	melanoma			SKCM
SNU1066_UPPER_AERODIGESTIVE_TRACT	ACH-000682	SNU-1066	primary	upper_aerodigestive_tract	larynx	glottis	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		62	asian		Asian			CCLE	KCLB	epithelial; monolayer	RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%	25mM Hepes and 25mM NaHCo3		48 hrs	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	151.3516713	upper_aerodigestive_squamous			HNSC
SNU1041_UPPER_AERODIGESTIVE_TRACT	ACH-000618	SNU-1041	primary	upper_aerodigestive_tract	pharynx	NS	NS	carcinoma	NS	NS	NS			NA			Asian			CCLE	KCLB	epithelial; monolayer	RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%	25mM Hepes and 25mM NaHCo3		NA	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	148.1733319	upper_aerodigestive_squamous	hypopharyngeal		HNSC
HCC2108_LUNG	ACH-000314	HCC-2108	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		59			Caucasian			CCLE	KCLB	Epithelial Monolayer	RPMI+10%FBS	NA	5-7.5%DMSO		62.3	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	107.6232242	NSCLC	NSCLC_adenocarcinoma		LUAD
COLO783_SKIN	ACH-000812	COLO-783	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female		48			Caucasian	lymph_node		CCLE	DSMZ	ADHERENT FIBROBLASTS, NOT LIMITED TO MONOLAYER GROWTH	RPMI-1640+10% FBS	NA	5%DMSO	5-7 DAYS	110.4	melanoma	melanoma	Skin:Melanoma	163.6031843	melanoma			SKCM
HCC1359_LUNG	ACH-000901	HCC-1359	primary	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	female		55	african_american		African_american		lung_cancer	CCLE	KCLB	ADHERENT, EPITHELIAL MONOLAYER	RPMI-1640+10% FBS	NA	5%DMSO		42.1	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	273.6119221	NSCLC	NSCLC_large_cell		NA
BICR31_UPPER_AERODIGESTIVE_TRACT	ACH-000228	BICR 31	primary	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		NA	caucasian		Caucasian			CCLE	ECACC	adherent; epithelial, keratinocyte	DMEM+20% FBS	2mM L-glutamine, 0.4ug/ml hydrocortisone	5%DMSO		77.7	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	90.85145988	upper_aerodigestive_squamous	oral		HNSC
COV362_OVARY	ACH-000278	COV362	primary	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female		NA			Caucasian			CCLE	ECACC	adherent, polygonal & fusiform	DMEM+10% FBS	2mM L-glutamine	5%DMSO		77	ovary	ovary	Ovary:Carcinoma	107.9320481	ovary_adenocarcinoma	high_grade_serous		OV
COLO792_SKIN	ACH-000968	COLO 792	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		62			Caucasian	brain		CCLE	ECACC	Epithelial adherent	RPMI+10%FBS	2Mm L-Glutamine	?		155.8	melanoma	melanoma	Skin:Melanoma	587.5783867	melanoma			SKCM
COV434_OVARY	ACH-000123	COV434	primary	ovary	NS	NS	NS	sex_cord-stromal_tumour	granulosa_cell_tumour	NS	NS	female		NA			Caucasian			CCLE	ECACC						NA	ovary	ovary	Ovary:Germline	88.95089442	ovary_adenocarcinoma	endometrioid		OV
WM983B_SKIN	ACH-000765	WM-983B	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS			NA			Caucasian			CCLE	GNF						NA	melanoma	melanoma	Skin:Melanoma	173.5115056	melanoma			SKCM
HS751T_FIBROBLAST	ACH-000165	Hs 751.T	primary	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS			NA			Caucasian			CCLE	GNF						NA	lymphoma_Hodgkin	fibroblast_like	NA	NA	fibroblast_lymphocyte			NA
LS513_LARGE_INTESTINE	ACH-000007	LS513	primary	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		63	caucasian		Caucasian			CCLE	NA	NA	NA	NA	NA	NA	NA	colorectal	colorectal	Colorectal:Carcinoma	112.3495388	colorectal_adenocarcinoma			COAD/READ
NCIH2110_LUNG	ACH-000929	NCI-H2110	metastasis	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS			NA			African_american	pleura		CCLE	GNF						NA	lung_NSC	lung_NSC	Lung:NSCLC_Others	405.948948	NSCLC			UNABLE TO CLASSIFY
CHAGOK1_LUNG	ACH-000867	ChaGo-K-1	primary	lung	NS	NS	NS	carcinoma	NS	NS	NS	male		45			Caucasian			CCLE	ECACC						NA	lung_NSC	lung_NSC	Lung:Others	225.7579361	NSCLC			UNABLE TO CLASSIFY
DMS454_LUNG	ACH-000844	DMS 454	primary	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		NA			Caucasian			CCLE	ECACC	Adherent	Waymouth's +10%FBS	2mM GLUTAMINE	5%DMSO		121.8	lung_small_cell	lung_small_cell	Lung:SCLC	210.1982336	SCLC			SCLC
CORL47_LUNG	ACH-000695	COR-L47	primary	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		67	caucasian		Caucasian			CCLE	ECACC	aggregates in suspension	RPI-1640+10% FBS	2mM L-glutamine	5% DMSO		77.5	lung_small_cell	lung_small_cell	Lung:SCLC	154.5972613	SCLC			SCLC
FTC238_THYROID	ACH-000897	FTC-238	metastasis	thyroid	NS	NS	NS	carcinoma	follicular_carcinoma	NS	NS	male		42			Caucasian			CCLE	ECACC	ADHERENT	DMEM:F12 (1:1)+5%FBS	2mM L-GLUTAMINE	5% DMSO		59	thyroid	thyroid	Thyroid:Carcinoma	326.7336556	thyroid_carcinoma	follicular		THCA
DMS273_LUNG	ACH-000749	DMS 273	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female		50			Caucasian	pleura		CCLE	ECACC						NA	lung_small_cell	lung_small_cell	Lung:SCLC	161.6675583	SCLC			SCLC
FTC133_THYROID	ACH-000903	FTC-133	metastasis	thyroid	NS	NS	NS	carcinoma	follicular_carcinoma	NS	NS	male		42			Caucasian	lymph_node		CCLE	ECACC	ADHERENT	DMEM:F12+10% FBS	2mM L-GLUTAMINE	5%DMSO		52	thyroid	thyroid	Thyroid:Carcinoma	371.3529985	thyroid_carcinoma	anaplastic		THCA
CORL311_LUNG	ACH-000187	COR-L311	primary	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		63			Caucasian			CCLE	ECACC	Large irregular aggregates, difficult to count	RPMI+10%FBS	2Mm L-Glutamine	?		112.1	lung_small_cell	lung_small_cell	Lung:SCLC	100.2513257	SCLC			SCLC
NCIH2286_LUNG	ACH-000912	NCI-H2286	primary	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female		57	caucasian		Caucasian			CCLE							77.8	lung_small_cell	lung_small_cell	Lung:SCLC	316.7710366	SCLC			SCLC
NCIH1339_LUNG	ACH-000921	NCI-H1339	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female		49	caucasian		African_american	pleura		CCLE	ATCC	Adherent	RPMI+20%FBS		5%DMSO		83.3	lung_small_cell	lung_small_cell	Lung:SCLC	346.1350217	SCLC			SCLC
WM793_SKIN	ACH-000827	WM-793	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS			NA			Caucasian			CCLE	WISTAR	Adherent	RPMI-1640 + 10% FBS	NA	5%DMSO		37.7	melanoma	melanoma	Skin:Melanoma	205.7239289	melanoma			SKCM
A704_KIDNEY	ACH-000429	A-704	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS	male		78			African_american		kidney_cancer	CCLE	GNF		MEM+10% FBS	NA	5% DMSO		NA	kidney	kidney	Kidney:Carcinoma	114.8901438	renal_cell_carcinoma			KIRC
MDAMB435S_SKIN	ACH-000884	MDA-MB-435S	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female		31	caucasian		Caucasian		melanoma	CCLE	ATCC		RPMI-1640+10% FBS	NA	5% DMSO		42	melanoma	melanoma	Skin:Melanoma	237.862854	melanoma	amelanotic		SKCM
WM1799_SKIN	ACH-000661	WM1799	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS			NA			Caucasian			CCLE	WISTAR	Adherent	RPMI-1640 + 10% FBS	NA	5%DMSO		50.3	melanoma	melanoma	Skin:Melanoma	134.4578729	melanoma			SKCM
MEWO_SKIN	ACH-000987	MeWo	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		78	caucasian		Caucasian	lymph_node		CCLE	GNF						NA	melanoma	melanoma	Skin:Melanoma	1032.474137	melanoma			SKCM
WM88_SKIN	ACH-000899	WM-88	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS			NA			Caucasian			CCLE	GNF						NA	melanoma	melanoma	Skin:Melanoma	258.8512253	melanoma			SKCM
NCIH2081_LUNG	ACH-000394	NCI-H2081	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female		59	caucasian		Caucasian	pleura		CCLE	NIBRI						NA	lung_small_cell	lung_small_cell	Lung:SCLC	111.3986434	SCLC			SCLC
HS255T_FIBROBLAST	ACH-000199	Hs 255.T	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		46	caucasian		Caucasian			CCLE	NIBRI						NA	colorectal	fibroblast_like	NA	123.7011381	fibroblast_colorectal			NA
NCIH1092_LUNG	ACH-000514	NCI-H1092	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		67	caucasian		Caucasian	bone_marrow		CCLE	ATCC	Suspension	RPMI-1640 + 5% FBS	5ug/ml insulin, 10ug/ml transferrin, 3.0x10^-8 M Na Selenite (added 5ml Insulin-Transferrin-Selenium); 1.0x10^-8 M Hydrocortisone, 1.0x10^-8 beta estradiol, 2mM L-glutamine, 10mM HEPES	5%DMSO		107.4	lung_small_cell	lung_small_cell	Lung:SCLC	122.759174	SCLC			SCLC
SW837_LARGE_INTESTINE	ACH-000421	SW837	primary	large_intestine	rectum	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		53	caucasian		Caucasian			CCLE	ATCC	Epithelial Adherent	RPMI1640+10%FBS	NA	5%DMSO		38	colorectal	colorectal	Colorectal:Carcinoma	98.94407367	colorectal_adenocarcinoma			COAD/READ
JHH6_LIVER	ACH-000217	JHH-6	primary	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	female		57	asian	japan	Asian			CCLE	HSRRB	Adherent	Williams E Medium + 10%FBS	NA	5%DMSO		156.8	liver	liver	Liver:HCC	145.2749828	hepatocellular_carcinoma			LIHC
IGR1_SKIN	ACH-000882	IGR-1	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		42			Caucasian	lymph_node		CCLE		Epithelial adherent	DMEM + 10% FBS	NA	5%DMSO		46.3	melanoma	melanoma	Skin:Melanoma	250.6880546	melanoma			SKCM
NCIH1105_LUNG	ACH-000780	NCI-H1105	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		73	caucasian		Caucasian	lymph_node		CCLE	ATCC	Suspension	RPMI-1640 + 5% FBS	5ug/ml insulin, 10ug/ml transferrin, 3.0x10^-8 M Na Selenite (added 5ml Insulin-Transferrin-Selenium); 1.0x10^-8 M Hydrocortisone, 1.0x10^-8 beta estradiol, 2mM L-glutamine, 10mM HEPES	5%DMSO		261.8	lung_small_cell	lung_small_cell	Lung:SCLC	168.8752061	SCLC			SCLC
NCIH1436_LUNG	ACH-000830	NCI-H1436	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		39	caucasian		Caucasian	lymph_node		CCLE	ATCC	suspension	DMEM:F12(1:1) + 10%FBS	0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30nM sodium selenite, 2mM L-glutamine	5% DMSO		56.2	lung_small_cell	lung_small_cell	Lung:SCLC	199.5771765	SCLC			SCLC
NCIH1876_LUNG	ACH-000586	NCI-H1876	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		59	caucasian		Caucasian	lymph_node		CCLE	ATCC	Adherent epithelial	DMEM:HAM's F12  1:1  +10% FBS	5ug/ml insulin, 10ug/ml transferrin, 3.0x10^-8 M Na Selenite (added 5ml Insulin-Transferrin-Selenium); 1.0x10^-8 M Hydrocortisone, 1.0x10^-8 beta estradiol, 2mM L-glutamine, 10mM HEPES	5%DMSO		72.5	lung_small_cell	lung_small_cell	Lung:SCLC	136.0086473	SCLC			SCLC
CORL24_LUNG	ACH-000382	COR-L24	primary	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		71			Caucasian			CCLE	ECACC	Aggregates in suspension	RPMI+10%FBS	2Mm L-Glutamine	?		139.2	lung_small_cell	lung_small_cell	Lung:SCLC	116.9513426	SCLC			SCLC
COV644_OVARY	ACH-000608	COV644	primary	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female		NA			Caucasian			CCLE	ECACC	Adherent polygonal and fusiform	DMEM+10%FBS	2mM L-Glutamine	?		190	ovary	ovary	Ovary:Carcinoma	94.6799169	ovary_adenocarcinoma	mucinous		OV
GP2D_LARGE_INTESTINE	ACH-000982	GP2d	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		71			Caucasian			CCLE	ECACC	Epithelial adherent	DMEM+10%FBS	2Mm L-Glutamine	?		77.1	colorectal	colorectal	Colorectal:Carcinoma	953.9152084	colorectal_adenocarcinoma		MSI	COAD/READ
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	ACH-000619	PE/CA-PJ15	primary	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		45			Caucasian			CCLE	ECACC						NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	142.3040162	upper_aerodigestive_squamous	oral		HNSC
CORL88_LUNG	ACH-000508	COR-L88	primary	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		55	caucasian		Caucasian			CCLE	ECACC						NA	lung_small_cell	lung_small_cell	Lung:SCLC	132.5932561	SCLC			SCLC
CORL95_LUNG	ACH-000743	COR-L95	primary	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		64			Caucasian			CCLE	ECACC	SUSPENSION	RPMI-1640+10% FBS	2mM L-GLUTAMINE	5%DMSO		123.4	lung_small_cell	lung_small_cell	Lung:SCLC	147.0863414	SCLC			SCLC
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	ACH-000735	PE/CA-PJ49	primary	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		57	caucasian		Caucasian			CCLE	ECACC	adherent	IMDM+10% FBS	2mM L-glutamine	5% DMSO		54.5	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	163.3873835	upper_aerodigestive_squamous	oral		HNSC
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	ACH-000606	PE/CA-PJ34 (clone C12)	primary	upper_aerodigestive_tract	mouth	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		60			Caucasian			CCLE	ECACC						NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	131.7594832	upper_aerodigestive_squamous	basaloid		HNSC
CORL51_LUNG	ACH-001047	COR-L51	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		71	caucasian		Caucasian	pleura		CCLE	NA	NA	NA	NA	NA	NA	NA	lung_small_cell	lung_small_cell	NA	NA	SCLC			SCLC
RT11284_URINARY_TRACT	ACH-001183	RT112/84	primary	urinary_tract	bladder	NS	NS	carcinoma	NS	NS	NS	female		NA			Caucasian			CCLE	NA	NA	NA	NA	NA	NA	NA	urinary_tract	urinary_tract	NA	NA	bladder_carcinoma			BLCA
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	ACH-000732	PE/CA-PJ41 (clone D2)	primary	upper_aerodigestive_tract	mouth	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female		67			Caucasian			CCLE	ECACC						NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	164.2044753	upper_aerodigestive_squamous	oral		HNSC
OV7_OVARY	ACH-000688	OV7	primary	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female		78			Caucasian			CCLE	ECACC	adherent epithelial	DMEM:F12 (1:1)+5%FBS	2mM L-glutamine, 0.5ug/ml hydrocortisone, 10ug/ml insulin	5%DMSO		58.2	ovary	ovary	Ovary:Carcinoma	154.7010879	ovary_adenocarcinoma	mixed_serous_clear_cell		OV
HT55_LARGE_INTESTINE	ACH-000926	HT55	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Caucasian			CCLE	ECACC						NA	colorectal	colorectal	Colorectal:Carcinoma	390.8079423	colorectal_adenocarcinoma			COAD/READ
OAW42_OVARY	ACH-000704	OAW42	metastasis	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female		NA			Caucasian	ascites	ovarian_cancer	CCLE	ECACC	Epithelial Adherent	DMEM+10%FBS	2mM L-Glutamine, 20 IU/L Bovine Insuline			50	ovary	ovary	Ovary:Carcinoma	189.4438445	ovary_carcinoma			OV
MDST8_LARGE_INTESTINE	ACH-000935	MDST8	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Caucasian			CCLE	ECACC	adherent	DMEM+10% FBS	2mM L-glutamine	5% DMSO		40.9	colorectal	colorectal	Colorectal:Carcinoma	368.6769634	colorectal_adenocarcinoma			COAD/READ
OAW28_OVARY	ACH-000116	OAW28	primary	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female		NA			Caucasian			CCLE	ECACC						NA	ovary	ovary	Ovary:Carcinoma	83.53376636	ovary_adenocarcinoma	high_grade_serous		OV
SUIT2_PANCREAS	ACH-000652	SUIT-2	metastasis	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male		73	asian	japan	Asian	liver	moderately differentiated tubular adenocarcinoma	CCLE	HSSRB	adherent epithelial-like	EMEM+10% FBS	NA	5% DMSO	38.2 hrs	40.6	pancreas	pancreas	Pancreas:Carcinoma	189.3621976	exocrine	exocrine_adenocarcinoma		PAAD
LC1SQSF_LUNG	ACH-001113	LC-1/sq-SF	primary	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		69	asian	japan	Asian			CCLE	RIKEN	adherenet	RPMI-F12 (1:1) +10% FBS	NA	5% DMSO		126.9	lung_NSC	lung_NSC	NA	NA	NSCLC	NSCLC_squamous		NA
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000263	KASUMI-1	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M2	NS	male		7	asian	japan	Asian			CCLE	GNF					~ 48 - 72 hrs	67.7	AML	AML	Leukemia:AML	118.4482717	AML	M2		LAML
